"","ID","Pred"
"258","2019_1120_1251",0.497658077254891
"259","2019_1199_1251",0.40338932685554
"260","2019_1192_1251",0.522079432308674
"261","2019_1243_1251",0.247913878560066
"262","2019_1133_1251",0.102868739143014
"263","2019_1125_1251",0.391569114029408
"264","2019_1211_1251",0.94162814438343
"265","2019_1124_1251",0.445981972068548
"266","2019_1233_1251",0.338499855846167
"267","2019_1234_1251",0.928822495564818
"268","2019_1153_1251",0.85520607329905
"269","2019_1138_1251",0.402459836378694
"270","2019_1222_1251",0.652598569914699
"271","2019_1196_1251",0.280749861970544
"272","2019_1209_1251",0.734228301271796
"273","2019_1159_1251",0.229946719259024
"274","2019_1205_1251",0.830368361398578
"275","2019_1113_1251",0.977650836631656
"276","2019_1246_1251",0.878668376356363
"277","2019_1192_1257",0.97818237669766
"278","2019_1199_1257",0.781053026169539
"279","2019_1113_1257",0.620806608870625
"280","2019_1153_1257",0.867035369649529
"281","2019_1120_1257",0.246963279545307
"282","2019_1235_1257",0.943152003437281
"283","2019_1246_1257",0.231220958083868
"284","2019_1222_1257",0.930768045037985
"285","2019_1159_1257",0.804632995501161
"286","2019_1233_1257",0.12425932854414
"287","2019_1138_1257",0.180525742769241
"288","2019_1196_1257",0.655586192458868
"289","2019_1234_1257",0.954085260257125
"290","2019_1242_1257",0.714071627259254
"291","2019_1205_1257",0.347539891079068
"292","2019_1243_1257",0.773521539494395
"293","2019_1101_1257",0.875982504338026
"294","2019_1211_1257",0.571141870319843
"295","2019_1209_1257",0.0842655145376921
"296","2019_1133_1257",0.342665140479803
"297","2019_1181_1257",0.515733219608664
"298","2019_1125_1257",0.926596992760897
"299","2019_1124_1257",0.675281359776855
"300","2019_1251_1257",0.71169580809772
"301","2019_1233_1261",0.927824994325638
"302","2019_1113_1261",0.812138242125511
"303","2019_1243_1261",0.914553416967392
"304","2019_1153_1261",0.776047558113933
"305","2019_1257_1261",0.634966450259089
"306","2019_1234_1261",0.428001930564642
"307","2019_1125_1261",0.842514813765883
"308","2019_1159_1261",0.761967305019498
"309","2019_1235_1261",0.627052646651864
"310","2019_1211_1261",0.697694687098265
"311","2019_1222_1261",0.626247431188822
"312","2019_1205_1261",0.549121135026217
"313","2019_1120_1261",0.968884495794773
"314","2019_1251_1261",0.150421878248453
"315","2019_1124_1261",0.376094814315438
"316","2019_1199_1261",0.577453866973519
"317","2019_1196_1261",0.372310341447592
"318","2019_1246_1261",0.501168555095792
"319","2019_1138_1261",0.248176592215896
"320","2019_1192_1261",0.504079763963818
"321","2019_1181_1261",0.590259821787476
"322","2019_1209_1261",0.296108523607254
"323","2019_1101_1261",0.490332255885005
"324","2019_1133_1261",0.757256086021662
"325","2019_1242_1261",0.167240019440651
"326","2019_1251_1266",0.844509577974677
"327","2019_1120_1266",0.242248433530331
"328","2019_1192_1266",0.675542420074344
"329","2019_1101_1266",0.701668777838349
"330","2019_1125_1266",0.939614773690701
"331","2019_1261_1266",0.595347047820687
"332","2019_1133_1266",0.698554448634386
"333","2019_1235_1266",0.588075510561466
"334","2019_1211_1266",0.834985787570476
"335","2019_1246_1266",0.401465757638216
"336","2019_1199_1266",0.835261531621218
"337","2019_1257_1266",0.58367439314723
"338","2019_1138_1266",0.708291387930512
"339","2019_1159_1266",0.938293509930372
"340","2019_1222_1266",0.575468243733048
"341","2019_1181_1266",0.0631785011291504
"342","2019_1153_1266",0.735457124710083
"343","2019_1196_1266",0.438224053308368
"344","2019_1124_1266",0.342983842119575
"345","2019_1113_1266",0.764955835267901
"346","2019_1234_1266",0.298594198897481
"347","2019_1205_1266",0.897580322548747
"348","2019_1242_1266",0.126200840622187
"349","2019_1243_1266",0.415614115595818
"350","2019_1209_1266",0.232662786692381
"351","2019_1233_1266",0.87217232003808
"352","2019_1138_1268",0.061488242521882
"353","2019_1222_1268",0.112541249096394
"354","2019_1192_1268",0.740490646436811
"355","2019_1124_1268",0.38042303442955
"356","2019_1257_1268",0.73090596050024
"357","2019_1243_1268",0.130865205675364
"358","2019_1159_1268",0.403420179858804
"359","2019_1242_1268",0.819027918428183
"360","2019_1234_1268",0.0537786155939102
"361","2019_1246_1268",0.639647833034396
"362","2019_1181_1268",0.391344101727009
"363","2019_1120_1268",0.457962246611714
"364","2019_1266_1268",0.0316984380781651
"365","2019_1211_1268",0.122795329466462
"366","2019_1235_1268",0.75198540404439
"367","2019_1113_1268",0.474639681130648
"368","2019_1209_1268",0.63260547734797
"369","2019_1205_1268",0.728296585306525
"370","2019_1233_1268",0.477408082708716
"371","2019_1133_1268",0.743995636031032
"372","2019_1251_1268",0.380776751637459
"373","2019_1125_1268",0.362537716254592
"374","2019_1261_1268",0.785644467547536
"375","2019_1101_1268",0.776604188680649
"376","2019_1153_1268",0.0485416836291552
"377","2019_1196_1268",0.351803657710552
"378","2019_1199_1268",0.913557900339365
"379","2019_1211_1276",0.968390407860279
"380","2019_1125_1276",0.873471935018897
"381","2019_1196_1276",0.958279052525759
"382","2019_1235_1276",0.948711262494326
"383","2019_1242_1276",0.476681128963828
"384","2019_1124_1276",0.0766162650287151
"385","2019_1120_1276",0.852095334455371
"386","2019_1268_1276",0.500403626188636
"387","2019_1153_1276",0.423744516074657
"388","2019_1266_1276",0.766196786314249
"389","2019_1233_1276",0.679100332334638
"390","2019_1209_1276",0.766497116610408
"391","2019_1181_1276",0.657126009315252
"392","2019_1222_1276",0.59637216642499
"393","2019_1138_1276",0.759612841159105
"394","2019_1243_1276",0.462447133213282
"395","2019_1113_1276",0.57987570412457
"396","2019_1251_1276",0.851645888984203
"397","2019_1133_1276",0.182750543504953
"398","2019_1101_1276",0.806545910090208
"399","2019_1261_1276",0.964192178323865
"400","2019_1234_1276",0.0461534994840622
"401","2019_1205_1276",0.637513673081994
"402","2019_1246_1276",0.061221127808094
"403","2019_1192_1276",0.24368582084775
"404","2019_1257_1276",0.146699185594916
"405","2019_1159_1276",0.186114104688168
"406","2019_1199_1276",0.759686282500625
"407","2019_1222_1277",0.429757364615798
"408","2019_1101_1277",0.0932224589586258
"409","2019_1243_1277",0.324256729632616
"410","2019_1211_1277",0.948795991241932
"411","2019_1192_1277",0.924136028662324
"412","2019_1113_1277",0.349994154572487
"413","2019_1209_1277",0.128399685844779
"414","2019_1181_1277",0.652981529012322
"415","2019_1234_1277",0.271891456991434
"416","2019_1153_1277",0.437935045287013
"417","2019_1138_1277",0.218443547785282
"418","2019_1257_1277",0.977081828787923
"419","2019_1196_1277",0.937618613168597
"420","2019_1124_1277",0.966169426590204
"421","2019_1261_1277",0.154154707863927
"422","2019_1268_1277",0.38667676769197
"423","2019_1242_1277",0.558127624318004
"424","2019_1125_1277",0.805513359084725
"425","2019_1276_1277",0.610824350267649
"426","2019_1120_1277",0.336311506554484
"427","2019_1159_1277",0.317729105949402
"428","2019_1133_1277",0.40129215836525
"429","2019_1199_1277",0.25259447902441
"430","2019_1235_1277",0.887887869477272
"431","2019_1233_1277",0.82569444924593
"432","2019_1266_1277",0.329800264462829
"433","2019_1251_1277",0.718276624456048
"434","2019_1246_1277",0.128241787329316
"435","2019_1205_1277",0.869606942683458
"436","2019_1159_1278",0.718482581451535
"437","2019_1192_1278",0.945715678036213
"438","2019_1266_1278",0.847226434871554
"439","2019_1205_1278",0.162452246844768
"440","2019_1196_1278",0.940108700692654
"441","2019_1211_1278",0.548026025518775
"442","2019_1251_1278",0.814506608098745
"443","2019_1242_1278",0.397749132588506
"444","2019_1138_1278",0.479725769683719
"445","2019_1235_1278",0.944302140921354
"446","2019_1101_1278",0.820440320968628
"447","2019_1113_1278",0.387449524402618
"448","2019_1133_1278",0.936537705510855
"449","2019_1277_1278",0.140879867374897
"450","2019_1268_1278",0.508685413002968
"451","2019_1199_1278",0.946479213088751
"452","2019_1222_1278",0.478894489854574
"453","2019_1181_1278",0.209566630870104
"454","2019_1125_1278",0.27058345451951
"455","2019_1233_1278",0.124954386800528
"456","2019_1261_1278",0.599003366082907
"457","2019_1243_1278",0.307649791836739
"458","2019_1153_1278",0.314249178692698
"459","2019_1234_1278",0.495114646404982
"460","2019_1246_1278",0.820435398221016
"461","2019_1120_1278",0.589671895876527
"462","2019_1209_1278",0.544718951657414
"463","2019_1124_1278",0.794793812856078
"464","2019_1257_1278",0.301838965713978
"465","2019_1276_1278",0.0514221930503845
"466","2019_1125_1279",0.509000626206398
"467","2019_1205_1279",0.726426270455122
"468","2019_1196_1279",0.70440467864275
"469","2019_1268_1279",0.312430472448468
"470","2019_1233_1279",0.494409887269139
"471","2019_1101_1279",0.33497232362628
"472","2019_1199_1279",0.658996154516935
"473","2019_1124_1279",0.503854053169489
"474","2019_1251_1279",0.970899691730738
"475","2019_1192_1279",0.232510147988796
"476","2019_1211_1279",0.153223191872239
"477","2019_1113_1279",0.293990469649434
"478","2019_1266_1279",0.461941270828247
"479","2019_1153_1279",0.306876418888569
"480","2019_1222_1279",0.768967137187719
"481","2019_1120_1279",0.675105422511697
"482","2019_1159_1279",0.929914014488459
"483","2019_1181_1279",0.628039749190211
"484","2019_1261_1279",0.974039287790656
"485","2019_1234_1279",0.88240839831531
"486","2019_1257_1279",0.218277411088347
"487","2019_1133_1279",0.922900480031967
"488","2019_1235_1279",0.236685756444931
"489","2019_1277_1279",0.657881030142307
"490","2019_1242_1279",0.328299077004194
"491","2019_1246_1279",0.443809992969036
"492","2019_1276_1279",0.244412530735135
"493","2019_1278_1279",0.833471150398254
"494","2019_1138_1279",0.302820988819003
"495","2019_1209_1279",0.792797994986177
"496","2019_1243_1279",0.137298154532909
"497","2019_1266_1280",0.708614362999797
"498","2019_1124_1280",0.525868088528514
"499","2019_1233_1280",0.827002257481217
"500","2019_1159_1280",0.503096354603767
"501","2019_1125_1280",0.13363893032074
"502","2019_1234_1280",0.818014382049441
"503","2019_1235_1280",0.948327469453216
"504","2019_1277_1280",0.625677219927311
"505","2019_1138_1280",0.686696745231748
"506","2019_1222_1280",0.420106031149626
"507","2019_1251_1280",0.291698527634144
"508","2019_1209_1280",0.0692822110652924
"509","2019_1278_1280",0.188546439111233
"510","2019_1279_1280",0.843722886964679
"511","2019_1211_1280",0.954903195872903
"512","2019_1181_1280",0.38413570612669
"513","2019_1196_1280",0.279907274842262
"514","2019_1261_1280",0.431682332381606
"515","2019_1246_1280",0.323475061506033
"516","2019_1276_1280",0.634093314781785
"517","2019_1192_1280",0.648277471959591
"518","2019_1257_1280",0.752241212576628
"519","2019_1113_1280",0.594969240799546
"520","2019_1153_1280",0.388656293153763
"521","2019_1199_1280",0.178149709254503
"522","2019_1243_1280",0.0658177576959133
"523","2019_1101_1280",0.720355684459209
"524","2019_1205_1280",0.277137549370527
"525","2019_1242_1280",0.568952156677842
"526","2019_1120_1280",0.156343453675508
"527","2019_1268_1280",0.581296956390142
"528","2019_1133_1280",0.318269506022334
"529","2019_1125_1285",0.540948259532452
"530","2019_1242_1285",0.431830599308014
"531","2019_1196_1285",0.795901913642883
"532","2019_1124_1285",0.381139645799994
"533","2019_1243_1285",0.972006870508194
"534","2019_1266_1285",0.418618359565735
"535","2019_1268_1285",0.765353160053492
"536","2019_1192_1285",0.644513861984015
"537","2019_1120_1285",0.0729486517608166
"538","2019_1211_1285",0.910338357016444
"539","2019_1233_1285",0.0625028075277805
"540","2019_1277_1285",0.357286092042923
"541","2019_1280_1285",0.0471638759970665
"542","2019_1159_1285",0.563975774720311
"543","2019_1133_1285",0.52232786051929
"544","2019_1279_1285",0.811448008045554
"545","2019_1222_1285",0.736563672274351
"546","2019_1113_1285",0.227696773707867
"547","2019_1199_1285",0.77402060225606
"548","2019_1234_1285",0.791131406649947
"549","2019_1101_1285",0.589838578179479
"550","2019_1278_1285",0.255590240284801
"551","2019_1235_1285",0.514451256915927
"552","2019_1209_1285",0.462692986056209
"553","2019_1276_1285",0.375342610701919
"554","2019_1257_1285",0.932200090065598
"555","2019_1261_1285",0.267511750757694
"556","2019_1246_1285",0.0906376684457064
"557","2019_1205_1285",0.800151446685195
"558","2019_1251_1285",0.531019514575601
"559","2019_1153_1285",0.322203746959567
"560","2019_1138_1285",0.801253356039524
"561","2019_1181_1285",0.385221825093031
"562","2019_1285_1293",0.457523510307074
"563","2019_1243_1293",0.976613389030099
"564","2019_1280_1293",0.101872232556343
"565","2019_1205_1293",0.620543800666928
"566","2019_1278_1293",0.326300035119057
"567","2019_1124_1293",0.310198161303997
"568","2019_1138_1293",0.484832357019186
"569","2019_1251_1293",0.388513425737619
"570","2019_1277_1293",0.350439283028245
"571","2019_1133_1293",0.0512334712594747
"572","2019_1120_1293",0.386253751367331
"573","2019_1159_1293",0.283659139871597
"574","2019_1222_1293",0.915792036727071
"575","2019_1211_1293",0.151372009888291
"576","2019_1234_1293",0.488391960635781
"577","2019_1209_1293",0.366017653122544
"578","2019_1276_1293",0.578965107575059
"579","2019_1181_1293",0.230376046150923
"580","2019_1268_1293",0.919709090739489
"581","2019_1279_1293",0.251137693077326
"582","2019_1246_1293",0.515633451938629
"583","2019_1199_1293",0.450591837763786
"584","2019_1233_1293",0.662067625373602
"585","2019_1266_1293",0.26641153767705
"586","2019_1235_1293",0.261410788297653
"587","2019_1242_1293",0.903619574531913
"588","2019_1261_1293",0.0708439073711634
"589","2019_1192_1293",0.184782627746463
"590","2019_1257_1293",0.470590366274118
"591","2019_1196_1293",0.249799790680408
"592","2019_1101_1293",0.736734760776162
"593","2019_1125_1293",0.297508265450597
"594","2019_1113_1293",0.0948636170476675
"595","2019_1153_1293",0.472060118466616
"596","2019_1101_1295",0.862556971982121
"597","2019_1234_1295",0.0912259218096733
"598","2019_1285_1295",0.626543137803674
"599","2019_1251_1295",0.0496104122698307
"600","2019_1246_1295",0.798966793641448
"601","2019_1266_1295",0.887164997383952
"602","2019_1113_1295",0.233988796174526
"603","2019_1279_1295",0.409202402681112
"604","2019_1268_1295",0.756123512759805
"605","2019_1277_1295",0.49513950869441
"606","2019_1125_1295",0.37844168305397
"607","2019_1159_1295",0.610869457647204
"608","2019_1192_1295",0.0320282237231731
"609","2019_1211_1295",0.604952077418566
"610","2019_1199_1295",0.834569203183055
"611","2019_1205_1295",0.923095522001386
"612","2019_1209_1295",0.978257077559829
"613","2019_1235_1295",0.628737358674407
"614","2019_1293_1295",0.641210519522428
"615","2019_1181_1295",0.468668838217854
"616","2019_1278_1295",0.747346764281392
"617","2019_1261_1295",0.251296988353133
"618","2019_1124_1295",0.582709647938609
"619","2019_1196_1295",0.773677020892501
"620","2019_1120_1295",0.936335382014513
"621","2019_1133_1295",0.491299687996507
"622","2019_1242_1295",0.203948461338878
"623","2019_1276_1295",0.736713308021426
"624","2019_1153_1295",0.949550844654441
"625","2019_1280_1295",0.836466954797506
"626","2019_1138_1295",0.709443623125553
"627","2019_1222_1295",0.610607573240995
"628","2019_1257_1295",0.252811411842704
"629","2019_1243_1295",0.155359597504139
"630","2019_1233_1295",0.924880742654204
"631","2019_1257_1297",0.894299018681049
"632","2019_1181_1297",0.706207287609577
"633","2019_1234_1297",0.486994373947382
"634","2019_1120_1297",0.684203095510602
"635","2019_1243_1297",0.739744939357042
"636","2019_1125_1297",0.162861877605319
"637","2019_1242_1297",0.0425623329728842
"638","2019_1124_1297",0.866941937580705
"639","2019_1199_1297",0.410064962878823
"640","2019_1222_1297",0.344499550610781
"641","2019_1153_1297",0.18917692899704
"642","2019_1266_1297",0.343966363444924
"643","2019_1278_1297",0.360168732702732
"644","2019_1261_1297",0.315096051320434
"645","2019_1211_1297",0.478881136924028
"646","2019_1101_1297",0.378481550291181
"647","2019_1251_1297",0.692673347964883
"648","2019_1133_1297",0.294620953276753
"649","2019_1293_1297",0.629236815273762
"650","2019_1235_1297",0.918946716412902
"651","2019_1279_1297",0.421058349236846
"652","2019_1192_1297",0.15644125662744
"653","2019_1209_1297",0.669932821989059
"654","2019_1246_1297",0.492571180015802
"655","2019_1295_1297",0.428184398561716
"656","2019_1277_1297",0.722925644144416
"657","2019_1285_1297",0.547587834373117
"658","2019_1276_1297",0.604107637777925
"659","2019_1159_1297",0.478082785457373
"660","2019_1138_1297",0.821672812327743
"661","2019_1268_1297",0.506090800017118
"662","2019_1113_1297",0.560820898339152
"663","2019_1196_1297",0.11160200946033
"664","2019_1233_1297",0.229478688538074
"665","2019_1280_1297",0.24435614913702
"666","2019_1205_1297",0.0733894531428814
"667","2019_1124_1300",0.844195720851421
"668","2019_1233_1300",0.140269557088613
"669","2019_1120_1300",0.750323427319527
"670","2019_1266_1300",0.473769300505519
"671","2019_1153_1300",0.303836098089814
"672","2019_1199_1300",0.612372084110975
"673","2019_1268_1300",0.597671133205295
"674","2019_1181_1300",0.6492783588171
"675","2019_1113_1300",0.705858898833394
"676","2019_1205_1300",0.716801600605249
"677","2019_1280_1300",0.560152253583074
"678","2019_1222_1300",0.147865378111601
"679","2019_1278_1300",0.175724496543407
"680","2019_1234_1300",0.58363004013896
"681","2019_1192_1300",0.130688728615642
"682","2019_1285_1300",0.511038668975234
"683","2019_1101_1300",0.505402458459139
"684","2019_1297_1300",0.821128672361374
"685","2019_1159_1300",0.0737144557386637
"686","2019_1196_1300",0.29339688539505
"687","2019_1246_1300",0.137782099246979
"688","2019_1243_1300",0.66801263526082
"689","2019_1277_1300",0.840898120552301
"690","2019_1279_1300",0.290378659293056
"691","2019_1261_1300",0.497003238275647
"692","2019_1133_1300",0.974973358809948
"693","2019_1257_1300",0.912913267612457
"694","2019_1125_1300",0.355528836101294
"695","2019_1235_1300",0.940798649340868
"696","2019_1138_1300",0.0821269964426756
"697","2019_1295_1300",0.360045756548643
